user_id,activity_date,long_view_rate_t,prior_7d_sessions_per_day,prior_7d_avg_minutes_per_session,sessions_t,future_7d_sessions
0,2022-04-16,0.03954802259887006,1.4285714285714286,12.475448333333333,1,32
0,2022-04-17,0.0,1.0,19.014388095238097,1,32
0,2022-04-18,0.0,1.1428571428571428,16.639924999999998,2,33
0,2022-04-19,0.14925373134328357,1.1428571428571428,11.06231875,4,30
0,2022-04-20,0.15789473684210525,1.7142857142857142,11.744659722222224,9,24
0,2022-04-21,0.08856088560885608,2.5714285714285716,15.157285185185183,5,24
0,2022-04-22,0.11890243902439024,3.142857142857143,18.500506060606064,7,21
0,2022-04-23,0.3018867924528302,4.142857142857143,18.04535402298851,4,26
0,2022-04-24,0.05263157894736842,4.571428571428571,16.965851562500003,1,31
0,2022-04-25,0.14556962025316456,4.571428571428571,16.983796875000003,3,34
0,2022-04-26,0.10472972972972973,4.714285714285714,19.901764141414148,1,39
0,2022-04-27,0.09352517985611511,4.285714285714286,24.686549444444445,3,43
0,2022-04-28,0.0954653937947494,3.4285714285714284,26.88065208333333,5,45
0,2022-04-29,0.07628294036061026,3.4285714285714284,26.951377777777775,4,50
0,2022-04-30,0.07801418439716312,3.0,32.615524603174606,9,49
0,2022-05-01,0.07269422989550205,3.7142857142857144,36.83587307692308,6,52
1,2022-04-15,0.2857142857142857,2.2857142857142856,7.406763541666666,2,13
1,2022-04-16,0.45454545454545453,2.4285714285714284,6.168699019607843,2,12
1,2022-04-17,0.7027027027027027,2.4285714285714284,6.214538235294118,4,14
1,2022-04-18,0.5463917525773195,2.7142857142857144,12.474464035087719,2,14
1,2022-04-19,0.5088757396449705,2.2857142857142856,18.061822916666667,3,12
1,2022-04-20,0.0,2.2857142857142856,19.244460416666666,1,13
1,2022-04-21,0.0,2.0,19.885042857142857,1,18
1,2022-04-23,0.5714285714285714,1.8571428571428572,21.414661538461537,1,24
1,2022-04-24,0.5565217391304348,1.7142857142857142,23.430972222222223,6,21
1,2022-04-25,0.4897959183673469,2.0,17.00340595238095,2,23
1,2022-04-26,0.6470588235294118,2.0,16.04059761904762,1,27
1,2022-04-27,0.6923076923076923,1.7142857142857142,13.485015277777777,2,27
1,2022-04-28,0.375,1.8571428571428572,12.889346153846152,6,22
1,2022-04-29,0.38271604938271603,2.5714285714285716,10.935080555555553,4,19
1,2022-04-30,0.39869281045751637,3.142857142857143,9.999831818181818,3,20
1,2022-05-01,0.7,3.4285714285714284,11.0424875,3,21
2,2022-04-15,0.7553956834532374,4.571428571428571,86.5208625,3,43
2,2022-04-16,0.6267409470752089,4.428571428571429,87.72278978494623,9,38
2,2022-04-17,0.6774193548387096,5.285714285714286,73.63288693693694,5,40
2,2022-04-18,0.572,5.285714285714286,64.72018063063064,5,39
2,2022-04-19,0.6666666666666666,5.285714285714286,54.87015540540541,5,42
2,2022-04-20,0.7321428571428571,5.285714285714286,45.9785945945946,6,44
