user_id,activity_date,long_view_rate_t,interactions_t,prior_7d_sessions_per_day,prior_7d_avg_minutes_per_session,sessions_t,returned_d1
0,2022-04-16,0.03954802259887006,177,1.4285714285714286,12.475448333333334,1,1
0,2022-04-17,0.0,10,1.0,19.014388095238097,1,1
0,2022-04-18,0.0,29,1.1428571428571428,16.639925,2,1
0,2022-04-19,0.14925373134328357,134,1.1428571428571428,11.06231875,4,1
0,2022-04-20,0.15789473684210525,456,1.7142857142857142,11.744659722222222,9,1
0,2022-04-21,0.08856088560885608,271,2.5714285714285716,15.157285185185186,5,1
0,2022-04-22,0.11890243902439024,328,3.142857142857143,18.50050606060606,7,1
0,2022-04-23,0.3018867924528302,53,4.142857142857143,18.04535402298851,4,1
0,2022-04-24,0.05263157894736842,19,4.571428571428571,16.9658515625,1,1
0,2022-04-25,0.14556962025316456,158,4.571428571428571,16.983796875000003,3,1
0,2022-04-26,0.10472972972972973,296,4.714285714285714,19.90176414141414,1,1
0,2022-04-27,0.09352517985611511,139,4.285714285714286,24.68654944444444,3,1
0,2022-04-28,0.0954653937947494,419,3.4285714285714284,26.88065208333333,5,1
0,2022-04-29,0.07628294036061026,721,3.4285714285714284,26.95137777777778,4,1
0,2022-04-30,0.07801418439716312,1269,3.0,32.6155246031746,9,1
0,2022-05-01,0.07269422989550205,2201,3.7142857142857144,36.83587307692308,6,1
0,2022-05-02,0.09061901723037652,1567,4.428571428571429,45.47860161290322,6,1
0,2022-05-03,0.08080808080808081,891,4.857142857142857,50.8672181372549,6,1
0,2022-05-04,0.06906906906906907,1332,5.571428571428571,47.60237393162394,7,1
0,2022-05-05,0.03529411764705882,1275,6.142857142857143,49.01566434108528,7,1
0,2022-05-06,0.07159904534606205,2095,6.428571428571429,50.32035444444445,9,1
0,2022-05-07,0.04154727793696275,698,7.142857142857143,50.63412700000001,8,1
1,2022-04-15,0.2857142857142857,7,2.2857142857142856,7.406763541666666,2,1
1,2022-04-16,0.45454545454545453,11,2.4285714285714284,6.168699019607843,2,1
1,2022-04-17,0.7027027027027027,74,2.4285714285714284,6.214538235294118,4,1
1,2022-04-18,0.5463917525773195,97,2.7142857142857144,12.474464035087719,2,1
1,2022-04-19,0.5088757396449705,169,2.2857142857142856,18.061822916666667,3,1
1,2022-04-20,0.0,1,2.2857142857142856,19.244460416666666,1,1
1,2022-04-21,0.0,1,2.0,19.885042857142857,1,0
1,2022-04-23,0.5714285714285714,7,1.8571428571428572,21.414661538461537,1,1
1,2022-04-24,0.5565217391304348,115,1.7142857142857142,23.430972222222223,6,1
1,2022-04-25,0.4897959183673469,98,2.0,17.00340595238095,2,1
1,2022-04-26,0.6470588235294118,17,2.0,16.04059761904762,1,1
1,2022-04-27,0.6923076923076923,13,1.7142857142857142,13.485015277777778,2,1
1,2022-04-28,0.375,32,1.8571428571428572,12.889346153846153,6,1
1,2022-04-29,0.38271604938271603,81,2.5714285714285716,10.935080555555555,4,1
1,2022-04-30,0.39869281045751637,153,3.142857142857143,9.999831818181818,3,1
1,2022-05-01,0.7,10,3.4285714285714284,11.0424875,3,1
1,2022-05-02,0.5647058823529412,85,3.0,8.323026190476192,4,1
1,2022-05-03,0.33540372670807456,161,3.2857142857142856,7.8625528985507245,5,1
1,2022-05-04,0.4888888888888889,45,3.857142857142857,8.241683950617285,2,1
1,2022-05-05,0.4864864864864865,37,3.857142857142857,8.657295679012346,1,1
1,2022-05-06,0.5882352941176471,34,3.142857142857143,10.219189393939393,1,1
1,2022-05-07,0.5272727272727272,110,2.7142857142857144,11.304012280701754,4,1
2,2022-04-15,0.7553956834532374,139,4.571428571428571,86.5208625,3,1
2,2022-04-16,0.6267409470752089,359,4.428571428571429,87.72278978494624,9,1
2,2022-04-17,0.6774193548387096,93,5.285714285714286,73.63288693693694,5,1
2,2022-04-18,0.572,250,5.285714285714286,64.72018063063064,5,1
2,2022-04-19,0.6666666666666666,141,5.285714285714286,54.8701554054054,5,1
2,2022-04-20,0.7321428571428571,224,5.285714285714286,45.97859459459459,6,1
2,2022-04-21,0.7942583732057417,209,5.285714285714286,38.154982882882884,5,1
2,2022-04-22,0.47384615384615386,325,5.428571428571429,38.05389868421052,8,1
2,2022-04-23,0.6976744186046512,129,6.142857142857143,36.335127519379846,4,1
2,2022-04-24,0.6981132075471698,212,5.428571428571429,36.95197938596491,7,1
2,2022-04-25,0.6722689075630253,238,5.714285714285714,39.26691458333333,4,1
2,2022-04-26,0.6642066420664207,271,5.571428571428571,41.54626111111111,8,1
2,2022-04-27,0.5097493036211699,359,6.0,41.25627380952381,8,1
2,2022-04-28,0.6076388888888888,288,6.285714285714286,40.39379166666667,6,1
2,2022-04-29,0.5044776119402985,335,6.428571428571429,40.44006370370371,5,1
2,2022-04-30,0.5318181818181819,440,6.0,44.36063452380952,5,1
2,2022-05-01,0.5532467532467532,385,6.142857142857143,49.53491511627907,7,1
2,2022-05-02,0.5519713261648745,279,6.142857142857143,51.992117054263566,6,1
2,2022-05-03,0.5477707006369427,314,6.428571428571429,47.32922407407408,7,1
2,2022-05-04,0.4336283185840708,113,6.285714285714286,51.11525984848484,6,1
2,2022-05-05,0.3339011925042589,587,6.0,49.49472976190476,5,1
2,2022-05-06,0.18910741301059,661,5.857142857142857,50.57554715447154,5,1
2,2022-05-07,0.1202435312024353,657,5.857142857142857,49.33258617886179,7,1
3,2022-04-15,0.47333333333333333,300,4.428571428571429,25.389286559139787,4,1
3,2022-04-16,0.3546218487394958,595,4.714285714285714,22.130602525252527,5,1
3,2022-04-17,0.3429286608260325,799,4.571428571428571,29.07721354166667,6,1
3,2022-04-18,0.3693181818181818,176,5.0,30.664939523809522,3,1
3,2022-04-19,0.1,240,4.714285714285714,30.388350000000003,9,1
3,2022-04-20,0.248,250,5.428571428571429,26.10191973684211,6,1
3,2022-04-21,0.28718703976435933,679,5.428571428571429,28.167479824561408,7,1
