user_id,experience_id,experience_name,category,quality_score,popularity_score,novelty_score,difficulty,avg_session_minutes,preferred_category,secondary_category,novelty_preference,social_preference,preferred_session_minutes,primary_category_match,secondary_category_match,session_length_gap,novelty_alignment,meaningful_engagement,split_random,prior_exposures,prior_engagement_rate,baseline_score,personalized_score,rank
0,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Puzzle,Adventure,0.204757022729618,0.567775277903636,29,0.0,0.0,0.05,0.6685045299863024,0,0.7282433281832617,111,0.35135135135135137,0.3347009728235637,0.43824775534170346,1
0,1102,Experience 1102,Sports,0.9402838286695968,0.4125021221616953,0.1907643304361418,0.200562471321554,40,Puzzle,Adventure,0.204757022729618,0.567775277903636,29,0.0,0.0,0.1833333333333333,0.9860073077065236,0,0.9171225725476023,117,0.3076923076923077,0.29814472583859014,0.5044177528177747,2
0,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Puzzle,Adventure,0.204757022729618,0.567775277903636,29,0.0,0.0,0.1,0.6981164083673735,0,0.8661274307382429,117,0.29914529914529914,0.29084545576559745,0.4786388639937035,3
0,1044,Experience 1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Puzzle,Adventure,0.204757022729618,0.567775277903636,29,0.0,0.0,0.1833333333333333,0.6642113410356011,0,0.8242415960974113,112,0.2857142857142857,0.27913505636277913,0.43874991459672896,4
0,1033,Experience 1033,Simulation,0.8859147305780027,0.259942782541492,0.2648265360525452,0.1086571032622624,31,Puzzle,Adventure,0.204757022729618,0.567775277903636,29,0.0,0.0,0.0333333333333333,0.9399304866770728,0,0.7991251286200829,120,0.275,0.27032733885633464,0.45821262125092815,5
1,1053,Experience 1053,Puzzle,0.7426572934279929,0.7514869168546299,0.2904976508730454,0.8341208920021081,34,Strategy,Sports,0.3508883708904499,0.2437019862562084,12,0.0,0.0,0.3666666666666666,0.9396092799825956,0,0.9461134210107419,102,0.3431372549019608,0.3266051429498922,0.44551360396086476,1
1,1085,Experience 1085,Social,0.715133524882573,0.3923165755464828,0.681782684374937,0.3715432084063615,41,Strategy,Sports,0.3508883708904499,0.2437019862562084,12,0.0,0.0,0.4833333333333333,0.6691056865155128,0,0.7588103210038678,117,0.24786324786324787,0.24704983532764122,0.4330739447787881,2
1,1042,Experience 1042,Social,0.3938579788705362,0.1390150525777733,0.8546241607610466,0.268085104820551,16,Strategy,Sports,0.3508883708904499,0.2437019862562084,12,0.0,0.0,0.0666666666666666,0.4962642101294032,0,0.8351023473085695,124,0.24193548387096775,0.241984912776992,0.3521873298141502,3
1,1083,Experience 1083,Sports,0.5638116113845065,0.5523903507798276,0.3674940432740611,0.3952346537588943,26,Strategy,Sports,0.3508883708904499,0.2437019862562084,12,0.0,1.0,0.2333333333333333,0.9833943276163888,0,0.7438791073196565,122,0.22950819672131148,0.23130864394286513,0.594490730203359,4
1,1034,Experience 1034,Strategy,0.5016628944231066,0.7184788322001798,0.7569144817322334,0.2251776661055454,11,Strategy,Sports,0.3508883708904499,0.2437019862562084,12,1.0,0.0,0.0166666666666666,0.5939738891582165,0,0.7649636461036484,132,0.2196969696969697,0.22266991736767663,0.724969957128634,5
2,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,0.0,0.0,0.0333333333333333,0.78892561637684,1,0.8977682889262575,111,0.35135135135135137,0.3347009728235637,0.4630525511732243,1
2,1110,Experience 1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.2741343936886083,18,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,0.0,0.0,0.1,0.6170801987845181,1,0.8585974215593541,109,0.28440366972477066,0.2778746313169523,0.44102358420189874,2
2,1006,Experience 1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,0.0,1.0,0.0666666666666666,0.5204448643355218,1,0.8121121105135765,103,0.27184466019417475,0.26703924747875485,0.5968012790199383,3
2,1050,Experience 1050,Sports,0.6444432625143321,0.2032573812502654,0.7840857883345029,0.0579453445381299,24,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,0.0,0.0,0.0,0.5410923207856527,0,0.840822162176361,107,0.27102803738317754,0.2665025782668255,0.3797708937045334,4
2,1036,Experience 1036,Sports,0.9655169972756756,0.2298411882545339,0.2550485289661252,0.8478368672236546,17,Puzzle,Action,0.3251781091201556,0.6345084531609247,24,0.0,0.0,0.1166666666666666,0.9298704198459696,0,0.798843598059114,129,0.26356589147286824,0.2607102512744084,0.48676603953516806,5
3,1088,Experience 1088,Sports,0.931739259022481,0.4207879774878386,0.5549692853271866,0.4100487869149942,11,Adventure,Action,0.3497200426062143,0.3966967011775072,50,0.0,0.0,0.65,0.7947507572790278,0,0.7846734732992243,113,0.3008849557522124,0.292073890525465,0.43316358343526934,1
3,1064,Experience 1064,Puzzle,0.6204758892789963,0.4435351922580418,0.6632419642315316,0.276207363456566,49,Adventure,Action,0.3497200426062143,0.3966967011775072,50,0.0,0.0,0.0166666666666666,0.6864780783746827,0,0.8547157042203279,94,0.2765957446808511,0.27057743368321796,0.406012984592419,2
3,1060,Experience 1060,Strategy,0.8620933017122632,0.1051567799118504,0.3772606570904063,0.1400554046894906,58,Adventure,Action,0.3497200426062143,0.3966967011775072,50,0.0,0.0,0.1333333333333333,0.972459385515808,0,0.7248929341642392,102,0.27450980392156865,0.2692280937695643,0.4399840818239167,3
3,1024,Experience 1024,Sports,0.7120515552427965,0.5535760301547662,0.4935230317114728,0.4609313910731102,39,Adventure,Action,0.3497200426062143,0.3966967011775072,50,0.0,0.0,0.1833333333333333,0.8561970108947414,0,0.9548990589630153,138,0.2608695652173913,0.25851789518915724,0.44966953628139383,4
3,1091,Experience 1091,Sports,0.6742348817628386,0.2717222536331008,0.7498162980972818,0.6422524185679935,12,Adventure,Action,0.3497200426062143,0.3966967011775072,50,0.0,0.0,0.6333333333333333,0.5999037445089326,0,0.8954240566120945,105,0.2571428571428571,0.25476661951909474,0.33468063353749095,5
4,1053,Experience 1053,Puzzle,0.7426572934279929,0.7514869168546299,0.2904976508730454,0.8341208920021081,34,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,0.0,0.0,0.15,0.6628619364234579,0,0.7900663782805138,102,0.3431372549019608,0.3266051429498922,0.4288141893572866,1
4,1052,Experience 1052,Creative,0.6879474895864814,0.8150878066775633,0.5427584275418881,0.4028796085076296,43,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,0.0,0.0,0.0,0.9151227130923004,1,0.7563620917434525,129,0.3178294573643411,0.30769011704622046,0.48774962608963984,2
4,1109,Experience 1109,Social,0.5415451963988065,0.6320276759129257,0.4602651355822746,0.2660308726216652,48,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,0.0,0.0,0.0833333333333333,0.832629421132687,0,0.8594820876566842,125,0.312,0.30238501682680585,0.48064044854813626,3
4,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,0.0,0.0,0.1333333333333333,0.879004899912657,1,0.8046731375182149,117,0.29914529914529914,0.29084545576559745,0.5243598303813731,4
4,1044,Experience 1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Sports,Adventure,0.6276357144495875,0.7567099222744452,43,0.0,0.0,0.05,0.9129099672444294,0,0.9883428581168391,112,0.2857142857142857,0.27913505636277913,0.5137137680222892,5
5,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Simulation,Action,0.5773067262079463,0.1157631577544863,45,0.0,0.0,0.3166666666666666,0.9589457665353692,0,0.7075260026204575,111,0.35135135135135137,0.3347009728235637,0.43229726556058395,1
5,1000,Experience 1000,Action,0.9096695293967186,0.6516437731703687,0.6290364009047581,0.2407530712142694,49,Simulation,Action,0.5773067262079463,0.1157631577544863,45,0.0,1.0,0.0666666666666666,0.9482703253031882,1,0.9725097699578843,124,0.3225806451612903,0.31142935722143644,0.6575822453305125,2
5,1067,Experience 1067,Creative,0.788764048918011,0.4580972487220676,0.5921026845821029,0.4299570499000478,43,Simulation,Action,0.5773067262079463,0.1157631577544863,45,0.0,0.0,0.0333333333333333,0.9852040416258434,0,0.9162952755756362,119,0.31092436974789917,0.30104911827256725,0.45025446980945183,3
5,1074,Experience 1074,Social,0.7411737446379107,0.1336446501121093,0.5667526591354218,0.2130749343990023,32,Simulation,Action,0.5773067262079463,0.1157631577544863,45,0.0,0.0,0.2166666666666666,0.9894459329274756,0,0.8083294068333273,149,0.2953020134228188,0.28902856473305827,0.46212178109580626,4
5,1110,Experience 1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.2741343936886083,18,Simulation,Action,0.5773067262079463,0.1157631577544863,45,0.0,0.0,0.45,0.8692088158723088,0,0.7773739503357915,109,0.28440366972477066,0.2778746313169523,0.41783957021755397,5
6,1061,Experience 1061,Social,0.9515114053456256,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,0.0,0.1,0.8929141633292498,1,0.7674619528407322,113,0.3274336283185841,0.3146302815029086,0.6021870475566284,1
6,1067,Experience 1067,Creative,0.788764048918011,0.4580972487220676,0.5921026845821029,0.4299570499000478,43,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,1.0,0.1166666666666666,0.8987845924966829,1,0.7053805876830577,119,0.31092436974789917,0.30104911827256725,0.6647124601930458,2
6,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,0.0,0.25,0.6066747835536124,0,0.7684544648647603,121,0.2892561983471074,0.2825945208502613,0.4732150911994472,3
6,1090,Experience 1090,Puzzle,0.5586098880458512,0.4251872277402517,0.5338484342208252,0.861814417816014,19,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,0.0,0.5166666666666667,0.9570388428579606,0,0.7557388921100048,121,0.2727272727272727,0.26841012368714073,0.4034730066792897,4
6,1108,Experience 1108,Puzzle,0.8425576923542274,0.4822507608830354,0.666849920378606,0.8027206052883656,21,Action,Creative,0.4908872770787858,0.4723499023023099,50,0.0,0.0,0.4833333333333333,0.8240373567001797,0,0.97064739394908,92,0.2717391304347826,0.2664806021418468,0.4654497675937241,5
7,1058,Experience 1058,Social,0.5666390936836835,0.5294440043668863,0.4156619036213059,0.2647117106195373,52,Action,Strategy,0.6404978666621097,0.2130587352453453,45,0.0,0.0,0.1166666666666666,0.7751640369591961,0,0.8789254011293394,100,0.32,0.30704856199905706,0.45828859534850763,1
7,1002,Experience 1002,Social,0.5654662227449457,0.1419781043952984,0.4876512775379703,0.1763555764178013,30,Action,Strategy,0.6404978666621097,0.2130587352453453,45,0.0,0.0,0.25,0.8471534108758606,0,0.8987133153005883,125,0.312,0.30238501682680585,0.4268025081474995,2
7,1110,Experience 1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.2741343936886083,18,Action,Strategy,0.6404978666621097,0.2130587352453453,45,0.0,0.0,0.45,0.9323999563264722,0,0.9009763288814493,109,0.28440366972477066,0.2778746313169523,0.46836771165495844,3
7,1033,Experience 1033,Simulation,0.8859147305780027,0.259942782541492,0.2648265360525452,0.1086571032622624,31,Action,Strategy,0.6404978666621097,0.2130587352453453,45,0.0,0.0,0.2333333333333333,0.6243286693904355,0,0.9776349231993772,120,0.275,0.27032733885633464,0.39398811902816944,4
7,1006,Experience 1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Action,Strategy,0.6404978666621097,0.2130587352453453,45,1.0,0.0,0.2833333333333333,0.8357646218774759,0,0.8867585788837333,103,0.27184466019417475,0.26703924747875485,0.8106768108394714,5
8,1059,Experience 1059,Social,0.7489549716721217,0.4911530499138364,0.6826986067555766,0.9132851837019758,49,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,1.0,0.6166666666666667,0.8724505838902279,0,0.9579676773919394,105,0.34285714285714286,0.32676661951909475,0.6625466446553909,1
8,1000,Experience 1000,Action,0.9096695293967186,0.6516437731703687,0.6290364009047581,0.2407530712142694,49,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,0.0,0.6166666666666667,0.8187883780394094,0,0.7351950525268409,124,0.3225806451612903,0.31142935722143644,0.4782973598268845,2
8,1058,Experience 1058,Social,0.5666390936836835,0.5294440043668863,0.4156619036213059,0.2647117106195373,52,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,1.0,0.6666666666666666,0.6054138807559573,0,0.8991233742848852,100,0.32,0.30704856199905706,0.5697097516261989,3
8,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,0.0,0.3833333333333333,0.9260355293401752,1,0.7886921796431963,121,0.2892561983471074,0.2825945208502613,0.5103851001245553,4
8,1009,Experience 1009,Action,0.7987178764315418,0.3460501829476273,0.2238314684756084,0.130890330850495,53,Creative,Social,0.8102480228653487,0.5705167914039545,12,0.0,0.0,0.6833333333333333,0.4135834456102598,0,0.7114325374368309,104,0.28846153846153844,0.28101473741844224,0.34016269277794775,5
9,1025,Experience 1025,Social,0.838744739121835,0.7279884901895025,0.5876677647056102,0.0811540004238993,14,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,0.0,0.0,0.0166666666666666,0.7116757940469778,1,0.7428225106274645,120,0.31666666666666665,0.30604162457062034,0.5071960334176415,1
9,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,0.0,0.0,0.3666666666666666,0.7927029443903435,0,0.7292878411686189,117,0.29914529914529914,0.29084545576559745,0.44223205151130135,2
9,1036,Experience 1036,Sports,0.9655169972756756,0.2298411882545339,0.2550485289661252,0.8478368672236546,17,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,0.0,0.0,0.0666666666666666,0.9557049702135372,1,0.8997258404288033,129,0.26356589147286824,0.2607102512744084,0.4693417352756047,3
9,1096,Experience 1096,Adventure,0.7903170826018652,0.4751627362769494,0.5362341337297925,0.9233469677258124,13,Puzzle,Simulation,0.2993435587525879,0.4239971836780083,13,0.0,0.0,0.0,0.7631094250227954,0,0.917756634185609,123,0.25203252032520324,0.25067012195725064,0.3930824085291392,4
