experience_id,category,quality_score,popularity_score,novelty_score,difficulty,avg_session_minutes,experience_name
1000,Action,0.9096695293967186,0.6516437731703687,0.6290364009047581,0.24075307121426948,49,Experience 1000
1001,Sports,0.6452560499996463,0.8044840559110404,0.5776422262968883,0.36081056141751533,41,Experience 1001
1002,Social,0.5654662227449457,0.14197810439529845,0.48765127753797033,0.1763555764178013,30,Experience 1002
1003,Puzzle,0.7658593377467232,0.3759100169419204,0.07731642536612754,0.4674845394285718,49,Experience 1003
1004,Puzzle,0.809305382335664,0.5027055170834634,0.7716046143560276,0.39206002241544324,16,Experience 1004
1005,Sports,0.725440926488475,0.5102685875213342,0.24599035445013887,0.2409271164143122,19,Experience 1005
1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Experience 1006
1007,Social,0.6113602755027672,0.36932556202003275,0.760432490906593,0.3138467721116466,56,Experience 1007
1008,Adventure,0.8415828324170402,0.3364498304651394,0.599089106012921,0.2728043301458357,40,Experience 1008
1009,Action,0.7987178764315418,0.3460501829476273,0.22383146847560847,0.13089033085049506,53,Experience 1009
1010,Simulation,0.8201589080775701,0.1741976609077686,0.19274293108080828,0.4388217018019487,21,Experience 1010
1011,Strategy,0.8438936347604792,0.3089791482471649,0.5527453913687409,0.302964628837302,52,Experience 1011
1012,Social,0.4912469181469279,0.45047060761816893,0.5423234103127773,0.3692728413409686,11,Experience 1012
1013,Sports,0.8486275995976889,0.743877614526904,0.12748270386212615,0.23599726262055265,20,Experience 1013
1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Experience 1014
1015,Sports,0.9316862802198295,0.7502302540767141,0.15634476053501745,0.9300033473547173,10,Experience 1015
1016,Simulation,0.6327408434291123,0.2893552650923534,0.33719820568613207,0.49793185278888763,53,Experience 1016
1017,Adventure,0.8986224157650411,0.4138920991005588,0.5580723954683906,0.6429984233408326,53,Experience 1017
1018,Sports,0.595787399703456,0.7252492811161741,0.1405053734195307,0.867172276606706,36,Experience 1018
1019,Puzzle,0.5059661119161158,0.8228200647408448,0.25703256530651847,0.9988296373336586,24,Experience 1019
1020,Simulation,0.8220634578382588,0.5054615596538111,0.3982077558970217,0.6135164847298321,13,Experience 1020
1021,Creative,0.6317033375365485,0.227795161908673,0.5969784094803497,0.8897794665398687,40,Experience 1021
1022,Adventure,0.5006486309375991,0.407575941114626,0.4697425498140824,0.908608246555642,36,Experience 1022
1023,Strategy,0.9342751448681819,0.42414928628969717,0.21790973646706546,0.7914514878076223,48,Experience 1023
1024,Sports,0.7120515552427965,0.5535760301547662,0.4935230317114728,0.4609313910731102,39,Experience 1024
1025,Social,0.838744739121835,0.7279884901895025,0.5876677647056102,0.08115400042389931,14,Experience 1025
1026,Puzzle,0.7847705334160814,0.42366756650533016,0.29181670902175333,0.015805555440133845,14,Experience 1026
1027,Sports,0.8258355726034926,0.7779980359761599,0.5071112833110228,0.4772006332829246,49,Experience 1027
1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.49431453353461774,16,Experience 1028
1029,Puzzle,0.34181741162646295,0.7473540601800795,0.24484177503451932,0.4073623878629723,57,Experience 1029
1030,Puzzle,0.5255875329645523,0.2576702884243441,0.6969604774228595,0.5681673512913645,13,Experience 1030
1031,Adventure,0.6267069522672452,0.6020379288394027,0.9395582128996094,0.5521627033044271,46,Experience 1031
1032,Action,0.9183909657409185,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Experience 1032
1033,Simulation,0.8859147305780027,0.25994278254149206,0.26482653605254525,0.10865710326226241,31,Experience 1033
1034,Strategy,0.5016628944231066,0.7184788322001798,0.7569144817322334,0.22517766610554546,11,Experience 1034
1035,Action,0.684933354468736,0.26281510722762724,0.29266923608351664,0.7930049789596304,54,Experience 1035
1036,Sports,0.9655169972756755,0.2298411882545339,0.2550485289661252,0.8478368672236546,17,Experience 1036
1037,Sports,0.7994490651436071,0.7023148063737304,0.32633999115849643,0.9948242136208678,35,Experience 1037
1038,Creative,0.8025898263845425,0.4058560569474049,0.8087225901435202,0.8729120163870842,60,Experience 1038
1039,Social,0.8194814495513689,0.2752805682140255,0.2419454802582048,0.889899007072331,47,Experience 1039
1040,Adventure,0.8007594991172722,0.32669075580494433,0.1528993913771743,0.31434794262990484,10,Experience 1040
1041,Sports,0.6879201981801872,0.7175911275892214,0.42773011591589366,0.4016616340093764,51,Experience 1041
1042,Social,0.3938579788705362,0.13901505257777338,0.8546241607610466,0.26808510482055103,16,Experience 1042
1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Experience 1043
1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Experience 1044
1045,Strategy,0.6865679540637682,0.41248997616231725,0.8858497306039471,0.34464088651161773,23,Experience 1045
1046,Puzzle,0.9358581895296346,0.29379059510898065,0.3646871905132503,0.5570017818814502,30,Experience 1046
1047,Strategy,0.22550606962591,0.21487675504110046,0.6209051459122696,0.29629963045348506,14,Experience 1047
1048,Social,0.23047899542442077,0.8328371585656826,0.2699649703256335,0.1697999737727075,60,Experience 1048
1049,Sports,0.43708366386653486,0.25365273773401975,0.5512982630814426,0.19518552981865567,20,Experience 1049
1050,Sports,0.6444432625143321,0.20325738125026543,0.7840857883345029,0.05794534453812994,24,Experience 1050
1051,Adventure,0.7608650542535511,0.49452044295652725,0.5049786641965721,0.9492935230092574,34,Experience 1051
1052,Creative,0.6879474895864814,0.8150878066775633,0.5427584275418881,0.4028796085076296,43,Experience 1052
1053,Puzzle,0.7426572934279929,0.7514869168546299,0.29049765087304547,0.8341208920021081,34,Experience 1053
1054,Puzzle,0.6795756146978778,0.2537314254122666,0.25099593491596295,0.6813294726896911,34,Experience 1054
1055,Action,0.9121309206982589,0.3826203354113438,0.24990735929412516,0.1919211614110854,38,Experience 1055
1056,Simulation,0.5850817489192739,0.12748808724082272,0.8708251250831834,0.17546224657908782,53,Experience 1056
1057,Adventure,0.6456559365327232,0.21799604356910007,0.3788184780326499,0.8119882015105448,28,Experience 1057
1058,Social,0.5666390936836835,0.5294440043668863,0.4156619036213059,0.26471171061953735,52,Experience 1058
1059,Social,0.7489549716721217,0.49115304991383646,0.6826986067555766,0.9132851837019758,49,Experience 1059
1060,Strategy,0.8620933017122632,0.10515677991185046,0.3772606570904063,0.14005540468949063,58,Experience 1060
1061,Social,0.9515114053456255,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Experience 1061
1062,Creative,0.7566608128373626,0.25012546201380914,0.431135077105207,0.8144738760309339,50,Experience 1062
1063,Strategy,0.7810917854701819,0.23499527123424255,0.5114173417348135,0.235256388415645,21,Experience 1063
1064,Puzzle,0.6204758892789963,0.44353519225804183,0.6632419642315316,0.27620736345656605,49,Experience 1064
1065,Creative,0.7619316682455927,0.3645751585148475,0.26301799104792395,0.9645188861392017,47,Experience 1065
1066,Strategy,0.5933044321129625,0.8148765601157231,0.9082281614290438,0.2645976053461583,23,Experience 1066
1067,Creative,0.788764048918011,0.45809724872206764,0.5921026845821029,0.4299570499000478,43,Experience 1067
1068,Action,0.698456042052288,0.25945602907574494,0.3550613668330224,0.4325155932423661,21,Experience 1068
1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.25303474992968356,35,Experience 1069
1070,Sports,0.9021629239090754,0.4240213755135868,0.7602726894428304,0.7757910864370905,50,Experience 1070
1071,Adventure,0.5432545608778258,0.5917055303234199,0.8111881708009158,0.7718493432291552,17,Experience 1071
1072,Puzzle,0.7449779069249327,0.3414623639761886,0.973475515285742,0.37831801422378564,25,Experience 1072
1073,Adventure,0.687693407311507,0.5642695337399875,0.7523432280065728,0.8351257910807337,50,Experience 1073
1074,Social,0.7411737446379107,0.13364465011210938,0.5667526591354218,0.21307493439900238,32,Experience 1074
1075,Puzzle,0.7701763699744956,0.5714931074517187,0.7080993700732455,0.004305775667678646,58,Experience 1075
1076,Creative,0.7805257487778566,0.3562342599893083,0.7812983230640933,0.571167362055741,8,Experience 1076
1077,Adventure,0.8965830938027713,0.19886755940539314,0.09804379532563608,0.9940777724523785,46,Experience 1077
1078,Simulation,0.9139745006021853,0.4875947260651535,0.10812422883655733,0.038644309826884604,51,Experience 1078
1079,Social,0.6252808613431486,0.16517880364947962,0.23552542607568028,0.20799807370846057,56,Experience 1079
1080,Strategy,0.4960287753620589,0.3772823688301061,0.669450532879556,0.5189146424870842,16,Experience 1080
1081,Puzzle,0.5738102986510725,0.5468042713764619,0.3811493240377567,0.8099407364448706,60,Experience 1081
